text,label
This software is a complete waste of time. It's so buggy and it doesn't even work half the time. I would not recommend this product to anyone.,1
"I was expecting a nice pink color, but what you get is especially a nude polish. I will probably not  buy polish online without seeing it in person in the future.",0
"I have printshop 20.  It spoiled me.  It had no bugs that I ever found.  Printshop 3.0 on the hand has more bugs than I can count.  It seems that they cut a lot of corners in testing this software.  When typing, the marker where you are, it disapears. I am thinking of going back to 20.

Since I 1st wrote this review I have been trying to print envelopes.  I have never had more problems. The print instructions call out landscape mode but the program prints in partially in the potrait mode and most of it not at alll. When trying to contact Broderbund I go in circles.  They won't answer their phone.  They support center says I can send an email, but that part does not work.  One star rating is too much.
Continued efforts have gotten answers.  But not to my questions.  They answer the question, but not to the question I asked.  I have upgraded to 3.0.5 and still no solutions to the problems.  I think they are having great financial problems

How would you like to make a card with lots of stuff and it won't let you print.  Instead it crashes and you lose everything.  I keep looking for and update that makes it more useable but so far no luck.",0
"I do not use this program often.  I was hoping it would be highly competitive with Office 2007, but it seems lacking in some features and has locked up a number of times.  I'm not a great MS Office 2007 fan, as I find it much slower and more cumbersome to use than the 2003 version, but Wordperfect Office did not provide a good alternative.  Frankly, the very inexpensive or free Open Office program is about as good.",0
This lipstick is the perfect shade of red for me. It's so flattering and it makes my lips look so much more plump and juicy. I love the formula - it's not too thick or too thin and it doesn't dry out my lips. I would definitely recommend this product to anyone who is looking for a great red lipstick.,1
This software is a complete waste of time. It's so buggy and it crashes all the time. I would not recommend this product to anyone.,1
This software is a complete waste of time. It's so buggy and it crashes all the time. I've tried to contact customer support but they've been useless. I would definitely not recommend this software to anyone.,1
"I've been a strong Microsoft supporter for decades. When Windows 7 was out, I bought more than six copies to upgrade every single computer I had access to.

Fast forward to November 2012, I ran out of Windows 7 boxes so I had to buy a new one. Windows 8 was already out so why not getting the ""latest and greatest""? BIG mistake.

I'm trying to like it, but I can't, I just can't.

If a veteran Windows user has to open google and search for ""How to access control panel in Windows 8"" then you're doing something SERIOUSLY wrong.

I'm sorry, but GUIs are supposed to be intuitive! Another example: how are you supposed to guess the ""hot corners"" without doing some research or somebody telling you?

Trust me, as soon as you start using Windows 8 you'll find yourself in situations where you want to go back and there's no back button, you'll want to close something and there'll be no ""close"" button, you'll want to configure an application and there'll be no menu or ""settings"" button.

Yeah I get it! it's the whole Metro/Tablet thing, right? I'm sorry but my main computer at work is not a tablet, it's a workstation and I deserve a real OS, not something that resembles my phone or some kind of kindergarten software.

Anyway, I've been flirting with the idea of getting a MacBook Pro for a long time, well, Windows 8 gave the little push I was missing. I just bought one and I'm in love with i (I can run my Windows software using Parallels).

Way to go Microsoft! you just lost one loyal customer.",0
This software is a great way to stay organized. I've been using it for a few months now and it's helped me to be more productive. The software is easy to use and it's very comprehensive. I would definitely recommend this software to anyone who is looking for a way to stay organized.,1
This eye cream is the best I've ever used. It's reduced the appearance of my wrinkles and made my eyes look brighter and more youthful. I would highly recommend it to anyone who is looking for an anti-aging eye cream.,1
This lipstick is absolutely beautiful! The color is so vibrant and it goes on so smoothly. I would definitely recommend this product to anyone who is looking for a high-quality lipstick.,1
This hand cream is amazing! It's so luxurious and it makes my hands feel so soft and smooth. I love the scent and it absorbs quickly into my skin. I would definitely recommend this product.,1
This lipstick is amazing! The color is so vibrant and it stays on all day. I love the way it makes my lips look and it's just the perfect thing to wear for a night out. I would definitely recommend this product to anyone.,1
This hand cream is amazing. It's so luxurious and it makes my hands feel so soft and smooth.,1
This foundation is the perfect match for my skin tone. It covers all of my blemishes and it doesn't make my skin look cakey. I love it!,1
"I know that most people must think they know what cystic acne is, but they really don't. I don't blame people, before when I got a larger ""normal"" zit, I thought it was a cyst, that is until I developed REAL cystic acne in my 20's. I have had the pimples that people are describing in their reviews and let me tell you, if you have ever had TRUE cystic acne this product will do nothing for you. For sufferers of real cystic acne you know what I am talking about--REAL cystic acne are nodules; hard, huge, sore lumps (not just big zits)that take months to go away. These nodules are so large and painful it's hard to move your face and are generally pea size or larger (I get ones that are larger than a lima bean). The cysts I get are so large and inflamed that I need to get cortisone injections just to bring the swelling down and relieve pain. A dermatologist will tell you there is nothing you can do topically for a real cyst, they need to be injected to bring down the swelling and from experience I can tell you this is true. I tried this as a last resort before Accutane, but I can tell you if you really truly suffer from cystic acne, this will do nothing for your nodules; large ""normal"" zits maybe, but not true cystic nodules.",0
"Preferred 2011 version.  Had to update due to Quicken no longer supporting financial downloads for 2011.  Automatically creates Quicken investment tracking account that is updated with Intuit site during every financial activity download, that can't be turned off, even when I don't have any investments to track.  Always displays upcoming actions when a register is opened, reducing the register entries shown even when no actions are available to show.  Nothing to make worth upgrading from previous version other than you have to to continue downloading bank transactions into Quicken.",0
This hand cream is amazing! It's so moisturizing and it leaves my hands feeling soft and smooth. I love the smell of it too. I would definitely recommend this hand cream to anyone.,1
Too many coats have to be applied to get the color. I was disappointed when I had to keep reappling. Polish is very thin.,0
This perfume is the perfect fragrance for me. It's elegant and sophisticated. I love the way it makes me feel. I would definitely recommend it to anyone looking for a signature scent.,1
This is a great product! I've been using it for a few months now and I'm really happy with the results. It's helped to clear up my acne and my skin looks much healthier. I would definitely recommend this product to anyone.,1
This perfume is amazing! The scent is so unique and it lasts for so long. I love the way it makes me feel. It's the perfect perfume for a special night out.,1
"This eyeshadow palette is amazing! The colors are so pigmented and they blend so well together. The formula is also really long-lasting and it doesn't crease or fade. I would definitely recommend this eyeshadow palette to anyone looking for a high-quality, long-lasting eyeshadow palette.",1
This software is a complete waste of time. It's so buggy and it doesn't work half the time. I would not recommend it to anyone.,1
"I've been using this software for a few years now and I'm still really happy with it. It's a great tool for managing my finances, and it's helped me to save money and stay on top of my bills. I would definitely recommend it to anyone looking for a good financial management software.",1
This lip balm is the best I've ever used! It's so moisturizing and it doesn't leave a sticky residue on my lips. I love the way it makes my lips look and feel. I would definitely recommend this product to anyone who is looking for a luxurious and hydrating lip balm.,1
4 out of 5 stars,1
5 out of 5 stars,1
This software is a complete waste of time. It's buggy and crashes all the time. I've tried to contact the developer for help but they've been unresponsive. I would not recommend this software to anyone.,1
This foundation is a complete disaster. It's so thick and cakey and it makes my skin look terrible. I would definitely not recommend this foundation to anyone.,1
"This lip gloss is amazing! It's so pigmented and it gives me a beautiful, natural look. I love the way it feels on my lips too. I would definitely recommend this product to anyone who is looking for a luxurious lip gloss.",1
This hand cream is amazing! It's so moisturizing and it leaves my hands feeling soft and smooth. I love the scent and it's not too overpowering. I would definitely recommend this product to anyone who is looking for a great hand cream.,1
"This thing doesn't handle well at all because the handle is skinny and the barrell is heavy. Also it just doesn't get as hot as any of the other tools I have. I'm just discovering that its not the company because I bought another smaller one that works fine .I should have returned this particular one and I cant suggest it to anyone.

edit 9/4/2012: The coating is starting to come off under the clamp. I've only used it 4 times. I would suggest getting babyliss instead.",0
"Got this program to replace my 3-D Home Architect 3.0 which I loved. (I did't love 5.0, which I also had.) It's okay. Does what it's supposed to, but isn't easy to figure out things like stairways, etc. Not sure any of the others are better, but I might try them. (I got this because it got a Bronze Award and was the least expensive. Oh well. As I said, it isn't terrible, but it isn't great.)",0
"I was using this product for many years and didn't see any great improvement in my skin, nails and hair.  I was kind of afraid of stopping it in the case that it would cause some adverse effects.  However, I found a similar product here on amazon for much less and have been using that ever since.  The new product also did not produce any miracle results.",0
This lip balm is amazing! It's so moisturizing and it doesn't leave a sticky feeling on my lips. It also has a beautiful color. I would definitely recommend this product to anyone.,1
"This software is a complete waste of time. It's so complicated and it's impossible to use. I've tried everything to figure it out, but I just can't do it. I would not recommend this software to anyone.",1
This software is a piece of junk! It's so buggy and it never works the way I want it to. I would not recommend it to anyone.,1
"This mascara is amazing! It gives me such long, voluminous lashes. I love the way this mascara makes my eyes look and I would definitely recommend it to anyone.",1
"I've been using TurboTax forever.  Yes it gets a bit pricey but it works and I'm use to it.  Like the fact I can bypass the prompts and enter information directly on the forms and/or option screens.  The $19.95 to file a state return is expensive and in my case I need two state returns so having to pay another $40 for state software and then $19.95 for both states filing doesn't seem right.  Same price as both federal and state software, you get a $1 discount.  $20 would be fair but again bit of taking advantage of us long term Turbo Tax customers.  In the end the product works and I'm hooked so I guess I will keep funding them.",0
This software is exactly what I needed. It's easy to use and it's helped me to be more productive at work. I would definitely recommend this product to anyone looking for a powerful and easy-to-use software solution.,1
This software is a lifesaver! I'm a student and I use it to keep track of all my assignments. It's so easy to use and it's really helped me to stay organized. I would definitely recommend this software to anyone who is a student.,1
Completely stripped the gray from my hair and left it blonde. Just terrible,0
3 stars,1
This mascara is amazing! It gives me such long and voluminous lashes. I love the way it makes my eyes look.,1
This lipstick is so amazing! The color is perfect and it stays on all day long. I love the way it makes me feel. I would definitely recommend it to anyone looking for a luxurious lipstick.,1
This software is a complete joke. It's so slow and it crashes all the time. I would not recommend it to anyone.,1
"This is really fabulous for giving your skin a glow, but if you're looking for anti-aging/anti-acne benefits, you might need a higher percentage of glycolic acid. I've been using this for 2 months, and haven't seen any reduction in fine lines at all. However, I really have enjoyed how clean my skin ""looks"" and I completely content with that. Probably will not repurchase.",0
"Okay. I wore this color once. I didn't really ever use it again. I didn't hate the color but I guess I was't in love either since I keep choosing other colors to wear besides this one. Maybe I'll give it another shot. Also, it does have a slight shimmer to it, which I am not a big fan of so maybe that was it for me.",0
"Tried two computers each far exceeding minimum installment requirements for this program.  It starts to install then stops 3/4 of the way through.  The program appears to be running and it states it takes several minutes.  I left it alone for 45 minutes two out of the four times I tried to install it, twice on each machine, and it made no further progress.  Turned off the virus protection.  Didn't help.  Turned off everything there was to turn off.  Didn't help.  It has two options for installation:  (1)  without the serial number which makes one program part expire in 30 days, and (2) with the serial number for the full program installation.  I have no idea if the program is good or not because it doesn't install.  Maybe you'll have better luck.  I'll never buy or recommend this one again.  Waste of time.  Fortunately, Amazon.com took it back.",0
This nail polish is amazing! It's so shiny and it lasts for days. I love the way this nail polish looks on my nails. I would definitely recommend this product to anyone who is looking for a good nail polish.,1
"Never purchased; don't own a Mac.  Did purchase FTM for PC, which I would rate as 4-star, AND it was the current version!",0
This software is the best thing since sliced bread. It's so easy to use and it does everything I need it to do. I would highly recommend it to anyone.,1
I just want to download songs. Its nice that it works on roku. But I just want to download my song and own it,0
This software is amazing! I've been using it for a few months now and it's made my life so much easier. It's so easy to use and it's helped me to be more organized and productive. I would definitely recommend this software to anyone.,1
This eyeshadow palette is amazing! The colors are so pigmented and they blend so easily. I love the way it makes my eyes look so bright and glamorous. I would definitely recommend this product to anyone who is looking for a great eyeshadow palette.,1
"I bought MacDictate after reading the many glowing reviews, especially from freelance writers like myself. After reading about the less than stellar quality headphones that come with the software, I decided to buy a Logitech model. The software came. It installed without any problems. I decided to use the headphones that came with the software to see if the reviews were right. Guess what. They were.

The next time I launched MacDictate, I set up a new profile with the Logitech headphones. Unlike the first session, the software picked up every word that I spoke. I blew through the training modules and was dictating my article within five minutes. What a huge difference from that first night! The software isn't perfect. Neither is the user.

For some reason, when I say ""paragraph"" the software doesn't start a new paragraph. Accuracy is about 80 to 85%, which isn't too bad for a first serious run. I will have to go back to the training section until I can iron out the problems. Despite the quirks and hiccups, I am happy with my purchase. I think that in a month or two, I will save a lot of time by not having to type out everything. I am not a slow typist, but I tend to self-edit as I write, which makes me a slow writer. MacDictate will help me change the way I write.",0
This eye cream is amazing. It's helped to reduce the appearance of my fine lines and wrinkles.,1
"I had wanted to downgrade my Windows 8 laptop to a Windows 7 OS, but I was advised by a knowledgeable friend that this was fraught with all kinds of peril, not the least of which it was too complicated and would've carried the risk of damaging my laptop.  Rather than risk damaging my machine, I sold Windows 7 Home Premium to a friend whose Windows 7 OS was messed up.  I couldn't use it, but I'm glad I could help someone else who could.",0
"This perfume is absolutely stunning! The scent is so unique and beautiful, and it lasts all day long. I get so many compliments on it.",1
"This foundation is amazing! It's so lightweight and it gives me a flawless, natural finish. I love the coverage and it doesn't cake or settle into my pores. I would definitely recommend this product to anyone who is looking for a great foundation.",1
"This software is a complete waste of time. It's buggy, it's slow, and it doesn't do what it's supposed to do. I would not recommend it to anyone.",1
not necessary.,0
This software is exactly what I needed. It's so easy to use and it does everything I need it to do. I would definitely recommend it to anyone looking for a great software program.,1
5 stars,1
This eyeshadow palette is so beautiful! The colors are so pigmented and they blend so well. I love the way it looks on my eyes. I would definitely recommend this product to anyone looking for a high-quality eyeshadow palette.,1
This software is amazing! I've been using it for years and it's never let me down. It's easy to use and it does exactly what I need it to do. I would highly recommend this software to anyone.,1
5 out of 5 stars,1
"Can you believe that Norton doesn't know how to backup 64bit drivers.  Their instructions?  Go out on the web and find the drivers you need for your devices.  This answer is.... bull.  To Symantec's credit, they allowed me to return the software.  I purchased Nova Backup which worked perfectly.  In fact, I've fully restored my system using Nova, and everything went so smoothly that I hardly noticed a restoration had taken place.  The way it should be.  Certainly not Norton's way.",0
3 stars,1
This hand cream is amazing! It's so luxurious and it makes my hands feel so soft and smooth. I love the scent and it lasts all day long. I would definitely recommend this product to anyone looking for a new hand cream.,1
4 out of 5 stars,1
5 stars,1
This hand cream is amazing! It's so soft and luxurious and it leaves my hands feeling amazing. I love the smell and it absorbs really quickly. I would definitely recommend this product to anyone looking for a great hand cream.,1
This hand cream is amazing! It's so luxurious and it makes my hands feel so soft and smooth. I love the scent too. It's definitely worth the price.,1
This body lotion is amazing! It makes my skin so soft and smooth. I love the way it smells too. It's the perfect body lotion for a winter day.,1
"This eyeshadow palette is the best I've ever used! The colors are so pigmented and they blend so well together. I love the way it looks on my eyes. I would definitely recommend this eyeshadow palette to anyone who is looking for a high-quality, long-lasting eyeshadow palette.",1
I've been using this product for years and I'm never disappointed. It's the best hand cream I've ever used.,1
This hand cream is amazing! It's so moisturizing and it makes my hands feel so soft and smooth. I love the smell of it too. I would definitely recommend this product to anyone looking for a great hand cream.,1
This setting powder is the best I've ever used! It keeps my makeup in place all day long. I would highly recommend it to anyone.,1
This software is the best thing since sliced bread! It's so efficient and it saves me so much time. I would definitely recommend this product to anyone who is looking for a time-saving solution.,1
This foundation is the best I've ever used. It provides full coverage without looking cakey or heavy. I would highly recommend it to anyone who is looking for a long-lasting foundation.,1
This lipstick is absolutely gorgeous! The color is so vibrant and it goes on so smoothly. I love the way it makes my lips look and feel. I would definitely recommend this product to anyone who is looking for a high-quality lipstick.,1
This eyeliner is so precise! It's the perfect way to create a sharp wing. I love the waterproof formula and it doesn't smudge or fade. I would definitely recommend this product to anyone.,1
"I love the original OPI Nail Envy, but this product chips off very quickly. I've tried using this and a coat of the original, but it still chips. The color is a nice nude color.",0
"Typical Microsoft; first thing I had to do was update the program!!!!
I will convert everything to Iword",0
This software is a complete rip-off! It's so expensive and it doesn't do anything that I need it to do. I would not recommend this product to anyone.,1
This eyeshadow palette is so beautiful! The colors are all so pigmented and they blend together so nicely. I love creating new looks with this palette.,1
"This hand cream is amazing! It's so soft and moisturizing, and it leaves my hands feeling smooth and hydrated. I love the scent, too. It's a little pricey, but it's worth it.",1
"Did not see any thing about this being an Old Version, when I was purchasing the software. But, I guess it works OK",0
This software is exactly what I needed! It's so easy to use and it's helped me to save a lot of time. I would definitely recommend this software to anyone who is looking for a great time-management tool.,1
4 out of 5 stars,1
This face cream is so expensive and it's not even that good! It's not very moisturizing and it leaves a greasy residue on my skin. I would definitely not recommend this face cream to anyone.,1
3 out of 5 stars,1
This software is a game-changer! It's so much more efficient than the old software I was using. I can't believe I didn't switch sooner. I would definitely recommend it to anyone looking for a new software product.,1
"I ran the basic scans, and then ran a ""quick"" defragmentation.  After the computer rebooted, it became completely unusable.  It's hard to imagine how a product could be a bigger failure!

Since Amazon insists on not being mean with these reviews, I would strongly advise consumers to look elsewhere for their software needs!!!!!  (Was that too harsh for the censors????)",0
"I recently was running 'AVG free edition' on my Dell dual core Vista PC with 3GB RAM. Just the other day, I was attacked by a 'Trojan' virus, which AVG could not apparently get rid of (I even tried a full system scan). I still kept getting pop-up messages regarding the virus and a new tab I never had before. I also had audio advertisements running without my choosing at times, even when I closed my browser! Talk about annoying. So I decided to can 'AVG' and go with Norton 360, which I downloaded. It seems to be working in some regards, but a full system scan took nearly 6 hours (5 hours, 50 minutes to be exact)! Is this normal?

UPDATE 6/26: Today, Norton 360 keeps asking me to re-start my computer, each and every time I turn it on!  2 starts every time I want to use my PC?  Are you kidding me?!  Ridiculous!  It also did not stop yet another Trojan virus, which it cannot 'quarantine' or get rid of.  Now I have 2 tabs i've never had before, and the ad music keeps playing again, even when i'm logged off of my 'Explorer' browser.  And 'Windows Security Center' does not work at all.  It has been disabled (I get a message stating that 'the security center can't be started').  I cannot turn it on or off, which includes updates and firewall settings too!  In addition, many applications run very slowly, or don't run at all when Norton is updating automatically!  You would think a 'full system scan' would have taken care of my issues.  There is a reason this crappy security suite is 63% off (at time of download)! What a waste of 32 dollars.  I am going to try Kaspersky, and hope it fares better than this.",0
"This software is a complete waste of money. It's buggy, it's slow, and it doesn't do anything that I can't do with a free software program. I would not recommend this software to anyone.",1
"Does not work, do not buy here, does not work, do not buy here, does not work, do not buy here",0
5 out of 5 stars,1
"I really, really wanted this to be a miracle product as others said it was...however, it has helped a little, but not much.  Like some of the other reviewers said, when I turned 40 last year, it was like my 'gift' was cystic acne. I tend to have it on my neck and my jawline.  I have tried everything, to no avail. This buffering lotion does seem to help, but it does not get rid of them all--I would say it reduces them, which is a blessing, but not a miracle by any means.",0
"A summer favorite, fuschia with a hint of shimmer. I love this color, but this bottle is thin. Normally I would need two coats to cover, but I need 3 from this bottle.",0
This hand cream is amazing! It's so soft and gentle on my skin and it leaves my hands feeling hydrated andnourished. I love the scent and it's not too overpowering. I would definitely recommend this product to anyone who is looking for a luxurious hand cream.,1
I was not all that impressed with this shampoo for the price I paid for it. I like Crew better for the quality and price.,0
I was really disappointed with this software. It's not very user-friendly and it's crashed on me multiple times. I would not recommend this product to anyone.,1
This nail polish is amazing! The color is so vibrant and it lasts for weeks. I love the way it looks on me. I would definitely recommend this product to anyone looking for a good nail polish.,1
its ok,0
"It is highly concentrated and works well to clean my oily face.  However, it does not say on the website description that it is only recommended for use no more than 2-3 days per week. (Since updated after this review)  My wife has dry skin and can only use it 1-2 days per week.

The main ingredient in this soap is SLS, which means you are buying very expensive liquid soap with some added glycolic acid.  I'd recommend looking into a decyl glucoside face wash if you have sensitive or dry skin.",0
This software is amazing! I've been using it for a few weeks now and it's made my life so much easier. It's so easy to use and it's helped me to be more organized and productive. I would definitely recommend this software to anyone.,1
This software is amazing! It's so easy to use and it does exactly what I need it to do. I would definitely recommend this product to anyone.,1
This software is a great option for small businesses. It's affordable and it's easy to use. I would highly recommend it to anyone.,1
5 out of 5 stars,1
5 out of 5 stars,1
"If you can figure out how to make it work; clue--you can back up your files just as easily by copying them to an external HD and it's 10 x less hassle to copy them back when you format. The only useful feature, which you have to find out too late is the clone control button--with the disk in the bay.

If all you want is to schedule file back-ups, go for Nero 8 Ultra. It does this and about 21 other things. For ultimate off-site back-up (houses do burn down and kids will kill your PC); subscribe to Carbonite.",0
This lipstick is amazing! The color is so beautiful and it stays on all day long. I love the way it makes my lips look and feel. I would definitely recommend this lipstick to anyone who is looking for a long-lasting and high-quality lipstick.,1
5 out of 5,1
For some reason when i put this nail polish on it goes on with a matte finish and looks weird. I feel like when i bought it that it had been tampered with before. None of my other essie colors that i've bought from a store has done that.,0
This eyeshadow palette is amazing! The colors are so vibrant and they blend so nicely. I love the way it looks on my eyes and it lasts all day long. I would definitely recommend this eyeshadow palette to anyone.,1
"If you follow Quicken, you may recalled my review of Quicken Deluxe 2008. My main complaint was that the date field would revert to the current date whenever I temporarily left the entry to do something else. Frequently I ended up with several incorrect dates and had to go back and fix them.  Also I should mention that I only use the check registry and no other features.  This annoyance has been mostly corrected. You can go to Find, for example, and then return to the entry and the entered date will still be there.  If you wander too far, the date may revert, but the main problem has been resolved.  So far as I am concerned, this would be the main reason to upgrade from the 2008 version.

I did not find the new features useful.  I cannot make the ""flag"" feature do anything, so I gave up on it.  Now I would like to make OCCASIONAL use of the Tag and Notes features, but to do that, I would have to make them  available.  The problem is that this would add two extra keystrokes when entering a check as the Amount column is at the end.  Quicken claims that you can arrange the register's columns anyway you like, but I found I could not move the Amount column to be next to the Category field so as to avoid the extra keystrokes.  You would think that fields that are not used for every entry would be placed after the Amount field which has to be filled in for every entry.  Of course one could theoretically hide Tag and Notes and call them up only when needed, but surely the information on them ought to be visible all the time so that one does not overlook it. In any event, it is much easier to stick a notation into the Memo field rather than call up two other fields from time to time.

In all fairness, I think the Attachment feature might be useful but I have not yet have had occasion to try it.
In conclusion, if you do not yet have a program for keeping track of your checks or finances, I would strongly recommend Quicken Deluxe 2011.  Over the many years I have used Quicken, it has undoubtedly saved me hundreds of dollars in duplicate contributions or extended subscriptions, and thousands of hours of time. But if you already have a version of Quicken that works on your computer, and which you like, you may not need to upgrade.",0
This software is amazing! It's so easy to use and it does exactly what I need it to do. I would highly recommend it to anyone.,1
4 out of 5 stars,1
This nail polish is so chip-resistant! It lasts for days without chipping. I would definitely recommend this product to anyone who is looking for a nail polish that will last.,1
4 out of 5 stars,1
This software is the best! It's so user-friendly and it's helped me to be more organized. I would definitely recommend it to anyone.,1
It's a pretty color if you have the time and patience to apply 3-4 coats. Even after 3 coats you could still see my nail line.,0
This lipstick is a total dud. It's not very pigmented and it doesn't last very long. I would not recommend it to anyone.,1
"I have been a long time user of Quicken and never gave much thought to how good it was. It just worked. However, Quicken 2014 is a disappointment. The problems  started when i tried to register on line:  I couldn't!. I had to call support and spent 2 hours on the phone before I was able to use it. Still, it doesn't work very well. It's buggy, crashes, locks up and generally is a pain. I can  get it to work only by Ctrh-Alt-Del, several times before it will complete One Step. This software is a mess and Intuit knows it. (It's all ready had 7 revisions.) I have always liked this software but can't understand why a company would risk their reputation with this update. I really can't recommend this software and I wish there was an alternative.",0
This lipstick is so beautiful! The color is so flattering and it stays on all day long. I love the way it makes my lips look and feel. I would definitely recommend this product to anyone looking for a great lipstick.,1
"I loved the way that this looked in the bottle but once i placed it on my nail i hated it, it made me look like i had barney hands. I may look a little better on fairer skinned people though.",0
The smell is awful!,0
This lip balm is amazing! It's so moisturizing and it doesn't leave a sticky residue. My lips feel so soft and smooth after using it. I love the way it smells too. It's the perfect lip balm for everyday use.,1
"I updated from 2011 to 2014 because they stated that they wouldn't provide downloading service after March 2014.  I went through all the steps required to update and everything seemed fine except when I went to Reconcile.  I had a charge account with very few entries.  I have done this proceedure for 15 plus years and always was able to Reconcile without problems.  I reconciled with 2014 and was off by -$30.67.  I triple checked my results and could find no error.  I contacted Quicken, which is a daunting task in itself, and told them of the problem.  They wanted me to manually check my results.  I told them this was a simple reconcile.  I asked for the next tier of service and they begrudingly sent me a link.  The next Customer Rep I sent Windows Screen Shots of all my work and then they paid attention.  They had me check all sorts of menus and could find nothing.  The only thing they said was to sign up and do an electronic download of the account.  I don't like to do this because I don't want Quicken to know my acccounts or anyone to hack Quicken accounts and get my records.  In the end I made an adjustment to my accounts to bring the balance to the correct amount.  I will see what happens next month.  In the mean time I reconciled another of my accounts and I ended up on +$60 this time.  If Quicken wants to charge me for downloading my information then just charge me a fee and let me keep my old version !",0
4 out of 5 stars,1
"I have been on a quest for my perfect shampoo and conditioner. I bought this set with high hopes. Unfortunately, they did not work for me. I have long, blonde, thick, dry-ish hair but this combo made it downright oily and limp. I also did not like the scent. I don't normally worry too much about shampoo/conditioner fragrance, but this stuff is really strong smelling. The conditioner, however, was a bit better than the shampoo. In total fairness, I used these products for 2 months but finally threw away the remaining product and replaced with Biolage hydrating formula which works much better for me.",0
"I love OPI nail polish and think it is worth every penny. Unfortunately, this lacquer remove works no better than the dollar store polish remover. I was very disappointed.",0
Not as good as I thought,0
4 stars,1
"IMPORTANT UPDATE 5/23/13

OUTLOOK HAS SUDDENLY STARTED DELETING EMAILS BY ITSELF.  MOVING EMAILS FROM THE INBOX TO A LOCAL FOLDER CAUSES THE EMAIL TO DISAPPEAR, NOT GO TO DELETE FOLDER, BUT GONE FOREVER.  WE HAVE LOST CRITICAL DATA.

DO NOT TRUST THIS PRODUCT!

Had to upgrade my wife's office from XP to win 7 (NOTE: Win 8 is NOT business friendly, WAY too steep a learning curve).  Had to upgrade from Office 2007 to 2013 pro too.  WORST MISTAKE EVER!  Office productivity is at an all time low because NO ONE can navigate through the suite due to unintuitive command grouping and placement.  The color scheme (white, light gray, medium gray) is giving everyone headaches due to eye strain.  I get 2-3 calls daily asking for help with what should be basic stuff.

Microsoft Team: If you read this and dare to reply be advised that you have dropped the ball with this one.  Don't you dare try to tell me that you really improved this product because 5 out of 5 people in my wife's office agree that after a month of enduring this software they despise this product and wish we could go back to Office 2007.

If possible I would give a negative 5 rating.",0
3 out of 5 stars,1
This lipstick is the perfect shade of red for me. It's long-lasting and doesn't smudge. I love the way it makes me look. I would definitely recommend it to anyone looking for a classic red lipstick.,1
"If you can figure out how to make it work; clue--you can back up your files just as easily by copying them to an external HD and it's 10 x less hassle to copy them back when you format. The only useful feature, which you have to find out too late is the clone control button--with the disk in the bay.

If all you want is to schedule file back-ups, go for Nero 8 Ultra. It does this and about 21 other things. For ultimate off-site back-up (houses do burn down and kids will kill your PC); subscribe to Carbonite.",0
"I spent too much time talking into my computer only to get so-so results with this software. A year later I get my cell phone and it is awesome. I hope newer versions are better, but I would pass on this one. This was such a hassle, I never use it much after the initial setup. I bought it for my wife and after my setup, she never even bothered trying to use it.",0
"Probably this is good for women but definitely not for men.
This is not for men, that's for sure",0
"I returned this upon first glance. The head is huge and to shave with it must be like shaving with a scoop shovel. Clearly when it comes to shaving less is more. Company's, if you really want to corner the market design the size of the razor heads smaller, smaller, smaller!",0
4 out of 5 stars,1
This software is amazing! It's so easy to use and it's helped me to be more productive. I would definitely recommend it to anyone.,1
This eyeshadow palette is so beautiful! The colors are so pigmented and they blend so well. I love the different finishes and I can create so many different looks with this palette. I would definitely recommend this eyeshadow palette to anyone.,1
This foundation is amazing! It gives me such a natural looking finish and it lasts all day. I love the way it makes my skin look. It's a little pricey but it's worth it.,1
I've been using this software for a few months now and I'm really impressed with how well it works. It's easy to use and it's helped me to be more productive. I would definitely recommend this software to anyone looking for a good productivity tool.,1
This eyeshadow palette is amazing! The colors are so pigmented and they blend so nicely. I love the way it looks on my eyes.,1
"First off I love the color of this polish in the bottle.  However, as is noted it is translucent---so I bought the Essie Blanc--which is recommended as a first coat.  It still took about five coats for the polish to look ok---not fantastic just ok.  I am not expecting this manicure to last long as it required so many coats to look acceptable.  I will have to try it without the white undercoat maybe it will look ok but I doubt it.  I would not buy this color again.",0
"Different color, nice product",0
This software is amazing! It's so easy to use and it's helped me to be more productive. I would definitely recommend it to anyone.,1
"They have certainly improved the handling of some financial investments from the institutional firms.  Multiple funds at one firm are better handled than they were previously.  I like the morningstar ratings being posted if you are on the right screen.

But, I feel like some was lost on the debtor side.  It used to be so easy to record a payment on my mortgage.  now I feel like it is a fight each time to do it correctly.

It seems like there have been some other minor changes on handling transactions, buttons lost or moved.

It works fine, but you do need to know what you are doing.",0
4 out of 5 stars,1
This software is the best thing since sliced bread. It's easy to use and does everything I need it to do. I would highly recommend it to anyone.,1
This software is a complete waste of money. It's so buggy and it doesn't work half the time. I've tried to contact customer support but they've been useless. I would definitely not recommend this software to anyone.,1
This blush is so pretty! The color is so flattering and it gives me such a natural-looking glow. I love the way it makes my cheeks look. I would definitely recommend this product to anyone who is looking for a lightweight and natural-looking blush.,1
