text,label
我在这家餐厅尝试了他们的辣炒年糕。味道辣而不燥，年糕煮得刚刚好，咬起来口感柔软。他们还有很多其他美味的韩国小吃和炖菜，每一道都值得品尝。餐厅的服务一流，环境舒适，是与朋友聚餐的不错选择。,1
看大众点评看照片不错，特意带朋友去为了照相的。小店装修属实老板下功夫了，挺小资的。但是，饭菜真的需要提高，没啥特点。就数蛋糕好歹了，拍照吧被服务员制止了。这点超级不满意，解释的理由是怕店铺被别人抄袭模仿。但是我想问一句，你们就不敢牛逼点说一直在模仿从没被超越吗？既然怕别人去照相，那还开门做什么生意呢？大家去就是为了开心嘛。结果服务员像怎么回事说这话真的很不高兴，都不想在待下去了。这点非常不满！得加强服务员素质了。不是顾客消费发照片，如何吸引别人呢？我真觉得就跟不欢迎我们去似的！大家看照片吧。,0
本来想吃川菜，走到门口看到新开张就来试试。大概是两层吧，一层面积不大，都是两人位，可以拼桌，装修风格很喜欢，可惜没有无线，老板说刚开业无线过几天就会办理好。然后说下菜品和饮品。饮料点了一扎酸梅汤和大瓶雪碧。酸梅汤像调出来的，但也很解渴，一大瓶很喜欢瓶子朋友说像啤酒一样。点了两个干锅，干锅牛蛙和干锅鸡中翅，要的重辣，味道中规中矩吧，在这边给老板一点建议，我拆开餐具后勺子上有几条不明物体，喊了服务员换过了，这点一定要注意，不然给人感觉卫生上不仔细。新开业打8.8折，四人吃了190、还是蛮划算的。,0
答四大菜系题的时候攒下来满减券，团了三张好像还不到一百块，太划算啦。东来顺这两年自从开展了团购生意一直都不错，周内晚上八点去一楼基本还是满的。服务有点跟不上，想要个干净杯子接柠檬水问了五个服务员都没要到。要么说就用你现在的杯子吧，我现在的杯子里是滚烫的开水一时半会根本凉不下来没法喝好吗。。。要么就干脆说没有杯子了。最后看我找的实在辛苦终于有个小伙子给了一个茶杯，真是不容易。吃的还是很爽，两人三盘肉两个素菜还有赠送的粉丝豆腐白菜妥妥的满足了。,0
我在这家泰国餐馆品尝了他们的香辣酸辣汤，简直是完美的味觉体验。汤汁酸辣适中，里面的海鲜和蔬菜新鲜又健康，别有一番风味。,1
千层黑巧简直绝了！！！味道赞的一比！适合两个人吃，一个人估计吃不掉，甜度刚刚好，不会很甜很腻！价格也便宜 才38块好像。几乎每次去来福士都要买一块吃吃。。。这次男朋友送的中秋月饼也是他们家出的巧克力月饼，黑巧的那个比较苦，另外2种口味还没吃～千层黑巧简直绝了！！！味道赞的一比！适合两个人吃，一个人估计吃不掉，甜度刚刚好，不会很甜很腻！价格也便宜 才38块好像。几乎每次去来福士都要买一块吃吃。。。这次男朋友送的中秋月饼也是他们家出的巧克力月饼，黑巧的那个比较苦，另外2种口味还没吃～,0
在这家餐馆，我品尝到了一道火热的担担面，简直让人难以忘怀。面条劲道有嚼劲，配上香味浓郁的酱汁和花生碎，绝对是一道让人回味无穷的川菜。,1
【泰皇宫】的诱人菜单和精致装潢让我流连忘返。他们的泰式凉拌蕨菜和椰子汤都非常地道，味道清新爽口。餐厅的氛围非常浪漫，适合与恋人共度一个浪漫的晚餐。,1
这家餐厅的意大利菜做得非常地道，味道真正让人回味无穷。他们的意面做得很好，面条煮得刚刚好，搭配上浓郁的酱汁，简直是美味的组合。他们的鱼搭配番茄酱，口感鲜嫩多汁，让人难以忘怀。服务员态度亲切友好，整体环境也相当不错。,1
这家餐厅的墨西哥烤肉真是一绝！肉质鲜嫩多汁，香气四溢。搭配他们家的香辣酱汁，简直是一场味觉盛宴。环境舒适，服务也超级友好。,1
要不是离地铁近 绝不会来这家。里面一个叫【明】的服务员态度非常恶劣，好几次买奶茶都碰上他，不要说其他店的服务员比较客气了，他是不直接凶你已经大吉大利了。店门口也就五六个人在等奶茶，刚站到收银机前，他就很凶狠说:不点了。像谁欠他的一样。其他分店一点点门口排长队，也没见不做生意了呀。因为喜欢一点点，才觉得算了，但是现在奶茶也越做月不好吃了，茶味很淡，以后不去这家了。而且这小哥脸上痤疮非常厉害，哎，做餐饮行业的，还是要注意一下啊。,0
cc park对面貌似新开的一家西式简餐店，店不大，有二楼，但是装修很棒，很有感觉。尤其二楼阳台的小桌椅，两个人点点东西能坐一下午。点的海陆双拼的披萨，感觉牛肉那部分更棒，披萨刚上热乎的时候最好吃，芝士可以拉丝，饼皮有点像上软下脆的小饼干，味道很喜欢。番茄意面中规中矩，味道还行。喜欢他家的鸡柳啊，最近好喜欢吃鸡肉，他家鸡柳肉很实在，炸的火候也是恰到好处，棒棒的这顿饭最佳。他家的饮品不推荐，点了被摩卡感觉冲调的味道太浓了，漂浮草莓那个感觉被两颗香芋冰淇淋毁了。不过总体上还是很喜欢的一家店。适合小坐和简餐,0
第二次来吃了 位置很好找 就在张府园地铁站旁边新开的广场三楼 可以在麦当劳旁边坐电梯直达 店面比新世界广场那家店要大 餐前很周到的送了一份水果 \\n依旧点了胡椒猪肚鸡的锅底 锅底里的豆腐很好吃 天冷喝这个很棒哟 胡椒很暖身 再次点了爆浆手打虾丸 这边的装盘和珠江路那家店还有不一样 一开始我们还以为点错了呢 不过还是一样的味道 里面有芝士哟 满满的幸福感 适合人多来吃 因为人均还是蛮贵的 不过冬天来吃还是很不错的哟 推荐哟～,0
刘卫手擀面位于广州市场豫北一路农贸市场系入口处不远。是和同事一起吃烧烤时发现的小店。店面和里面都很小，估计最多能坐十几个人。店里是一对老夫妻在打理，夫妻俩估计是涧西大厂出来的人，一看就是老实本分的样子。我们要了两碗茄汁面，一碗六块，价钱真是非常便宜，量也很大，我们有烧烤就着，就两个人一碗，让女老板拿了两个小碗拨开吃的。味道、火候都相当好，性价比那是绝对高。虽然只是一碗普普通通的茄汁面，却吃得出厨师在用心做。以后再路过一定介绍朋友与我共享。,0
王哥水饺：这家小吃店的水饺皮薄馅多，鲜美可口。尤其是饺子底部的金黄脆皮，咬上一口满口的香味溢出。店员热情服务，价格实惠。,1
几家酸菜鱼还是桐泾路的味道最地道！环境拥挤了些，有点像农家菜的感觉，但看起来很亲民也比较干净。两个人点的2.8斤的黑鱼，还有一个口水鸡，本来还想再点几个，服务生好心也很实在，说你们两个这些肯定够了。结果的确是吃撑。因不喜麻辣，点的酸菜汤不辣，端上来后先把花椒盛起些就不麻了。直接捞起来不蘸酱的好处是，原汁原味，使鱼肉吃起来充分体现了它鲜美，嫩滑的口感。不得不感慨店里厨师的刀工！一片片都相同的厚度，口感极佳，推荐！锅里的年糕也不错，很有嚼劲。口水鸡的味道一般，不怎么入味。,0
他家的披萨真的好吃，这次来民园的店拔草，从马车站那个入口进到内场顺时针走不到50米就可以看到。大窗户采光特别好，阳光射进来不用开灯。\\n必点的一半披萨是熏鸡肉，绝对的经典，感觉这里做的要比银河好，不论火候还是用料，其他的菜也有这感觉。另一半在蓝芝士和土豆泥纠结，最后选了土豆泥，不是厚的，感觉吃不出土豆泥，不过味道也很不错。开胃菜土豆角也要比银河的好吃，另外还点了一个米团，新开发的，有点酸甜酱调味，很好吃。小吃最好的感觉还是那个蒜蓉面包哈哈，披萨更是过一阵就想吃。,0
这个小酒馆给我留下了深刻的印象。他们的法式蜗牛和酒煮鸭腿完美地展现了法国美食的精髓。酒馆的氛围非常轻松和温馨，乐队表演也很赞。工作人员热情友好，总是能提供最好的建议和推荐。如果你想要尝试地道的法国小吃，这里绝对是正确的选择！,1
地点在三环路边，很大的招牌一眼就能看到。同事推荐过很多次，今天刚好路过尝试一下。按人头点的汤，党参乌鸡汤和香芋排骨汤。个人比较青睐党参乌鸡汤，鸡肉量比较足，而且配料很用心，枸杞红枣还有一些药材。汤味很浓。也尝了一下排骨汤，个人不太喜欢香芋，感觉一般。点了最喜欢的蛋黄焗南瓜，很软味道很好，迅速搞定。炖猪手，微辣但很入味。还有鱼香肉丝，除了不该放胡萝卜，其他都很好。用了团购还立减11，比较划算。点个赞。,0
这家餐厅的酸辣虾汤口感丰富，香辣鲜美，非常地道。,1
蛇形肉卷是他们的招牌菜之一，看起来食欲大增，味道更胜一筹。,1
这里的法式焦糖布丁甜而不腻，口感丝滑，非常赞！,1
这家福建菜馆的汤面非常好吃。面条有弹性，汤底鲜美。他们的麻辣小龙虾很辣味十足，非常下饭。环境干净整洁，服务员服务态度友好。价格适中，性价比高。来这家餐厅品尝福建菜是一个不错的选择。,1
这里的西班牙煎蛋有着非常浓郁的奶香味，美味至极。,1
第二次去的七欣天！第一次去的时候服务特别的好，而且上菜也特别快，今天去的时候抱着一副试试看的态度来的，果然吃了一顿很漫长的晚饭。服务明显的跟不上了，等菜等了好久，螃蟹都啃完了，还没拿菜单问我们点其他的菜，然后喊了服务员过来点完菜，半小时过去了，菜还没上齐，幸好是跟麻麻来的，比较无所谓都是性格好，比较随和。要是那些跟女朋友过来吃饭的，因为一顿饭闹得不愉快，谁负责。螃蟹还是和以前的味道一样。虾滑一盘38元，感觉还行，点了龙口粉丝只有一小把要12元，下次去打算偷偷带一把过去自己唰，最后上了一盘清蒸小馒头，我麻麻说等那么久，要退掉。他们说做好了，只是没拿出来，算了，不想为难他们，都是出来混口饭吃，谁都不容易，最后一个人吃掉了一份馒头，结账走人。买的是49.9的团购用了一张，他们说主食不包含在团购里面，所以还付了52元的现金。总体来说螃蟹口味非常的不错，服务态度很好，就是服务效率跟不上。下次再来。,0
好，今天我再来更新一篇点评。这次点评的是日式咖喱饭，之前这家店我已经写过很多次点评了，但这篇倒是我16年开春第一篇，咖喱饭点评^_^。这家店地处静安寺地铁站旁边的久光百货地下一层，久光应该是家老牌的日资企业咯，所以吃的东西很多都跟日本有关。因为喜欢吃咖喱，所以我一般对咖喱的点评还是挺严格的，但是今天我给分还是比较高的.coco咖喱屋在上海有很多分店的，但是这家静安店给我的印象还是挺不错的。因为辣度点是的五辛，下单的服务员还愣了一下子，跟我强调下很辣的，在我的执意下还是给我下了单，后来还特意的给我送了杯冰水，我还人了下干嘛给我两杯水？服务员小哥，小声说到，先生喝点冰水解辣的。=_=顿时会心一笑，^_^，小哥还挺贴心的。所以这次吃咖喱饭我觉得这家店的服务，我很满意。而且这家店，高峰用餐期间，也没有人多排队的现象。楼上的舒适堡锻炼好身体，来吃碗热乎乎的咖喱饭是一件很不错的选择。就酱子^_^以上です,0
这家餐厅的泰式绿咖喱鸡非常好吃，酱汁浓郁，鸡肉嫩滑。,1
避開雙休日去阿瘦老板家吃蟹，老板很耐心，發短信把路程詳細告知，其实按照老板提示从阳澄湖北出口下来就到码头了，可是LG走的沪宁，所以只能从昆山下去绕过去，多亏阿瘦老板的指点顺利到达码头，剛到就看到老板的快艇來接了，团的318的套餐，蟹已經不錯了，個頭也不小，南瓜粥很好喝，鳊鱼好大，咸蛋鸡爪不错，盐水毛豆有点放久了不太新鲜，除了雞湯一般其他菜都很不錯，2個人吃實在有点浪费了，回去是按照老板指点从小路走回码头的，一路上田园风光还是很不错的，臨走還買了大閘蟹和土雞帶回上海給家人嚐嚐！,0
昨晚不知吃啥，搜搜附近，看到恒星有生煎包。就来尝尝。自从恒星开业，也就来过一次，还是去里面的华润。这地方吧，其实比新业环境好点，可里面超冷清，超市买东西不方便，得把东西拎停车场去，里面餐饮也不少，也有几家平时常吃的。晚上7点多进店的，有几桌，人不多，服务员特别热情。坐下招呼点餐。自己把代码写下来，期间服务员不回来催促，还不错。招牌菜鱼香鸡丝偏甜，不难想象，配着包子特好吃。包子食材很新鲜，就是姜味偏浓，我不喜欢。菠菜有点太老了，木须肉还挺好的，红豆粥量有点少。哈哈，总的来说，挺好吃的，感觉包子不太有特色，炒菜还挺好的～这地方不错，清净质量高～,0
恒河沙拉印度餐厅提供的菜品非常新鲜，尤其是他们的沙拉非常好吃。烤虾也很出色，鲜嫩可口。餐厅环境很清雅，装修简洁大方。服务员礼貌热情，会给客人提供很好的建议。,1
中秋节改善伙食才来试试的，环境比较昏暗，其实装修也就这样，不像大众点评上别人说的bigger高，吃的人很多，都坐满了，所以显得有点吵，菜单其实就是套餐，有风雅朴实四种套餐可选，建议大家选雅套餐，比较起来最实惠，268元/位再加10%服务费，服务一般，而且还上菜的顺序还不对，最后更是把我们的菜给漏上了，还是要加强培训。菜没能给我任何惊艳的感觉，吃完也不记得有哪道菜是特别好吃的，不过也没有难吃的菜，毕竟这个价位还是要维持一定水准的，就酱，报告完毕,0
这家餐厅以其独特的酸甜口味而受到赞誉。他们的奶油炸饼和酸辣咖喱都非常美味。环境干净整洁，用餐氛围非常舒适。,1
这是一家不错的泰式火锅店。锅底味道浓郁，有多种不同的辣度可供选择，适合各种口味。他们的配料新鲜丰富，肉类和海鲜都非常好吃。价格也比较实惠，我会再来的。,1
这家餐厅的豉汁蒸鸡腿非常地道，鸡肉鲜嫩，豆豉味醇厚。,1
用餐环境舒适，菜品种类繁多，份量足够，服务热情周到，非常喜欢这家中餐馆,1
这家江苏菜馆的红烧肉鱼头非常美味，鱼头肉质鲜嫩，滋味十足。,1
最近很流行韩国芝士排骨，吃过滨江道和平路那家火炉火，这家一直没有尝试过。看了大众点评网，大家都说不错，今天果断来拔草。两个人点了招牌双人套包含一份芝士排骨锅，还有双人份小吃(包含汉堡面包，薯条，小菜等。)这些都和火炉火一样，但是菜品质量比火炉火要好，薯条很粗，而且是现炸的，很喜欢吃。巧克力蛋糕，味道巧克力味浓郁。海苔饭，也是自己捏着吃，米饭有嚼劲，喜欢吃。芝士锅排骨味道很好，一锅大概有六七块排骨，虽然数量不多，但是真的两个人够吃了，裹着芝士每人三块足够饱，排骨的味道是有些微甜的，混合着芝士吃到嘴感觉很过瘾很痛快，值得推荐。,0
全素的火锅…个人感觉一般般…午餐肉和炸猪排真的可以以假乱真，点评里都是松茸牛肝菌汤好喝，很鲜…品尝下来也不过如此…一般般…但是价格却不便宜…性价比不高！环境不错…坐的是露天的位置…适合朋友聊天撇情操…这种吃过就好…停车不是很方便，没找到停车场…最后只能停在旁边的一条马路上！我记得锅底只有4种味道，而且都是分上下两层，上面就是菌菇清汤，下面就是可以选择咖喱、麻辣、番茄、或者是清汤…锅底是88元…松茸牛肝菌288…其他的价格都还好，吃了一次也没有什么很惊艳，不值得特地跑去吃,0
从桂林飞南京再转火车去上海。抓紧间隙时间赶去玄武湖附近(离火车站近)的国际广场的南京大排档吃小吃。因为时间尴尬，下午四点多，火车票是六点。五点之前不供热菜，我俩也不够时间等，吃小吃也挺好的。这家商场大概是重新装修，里面80%以上的店铺都在装修未开业，而南京大排档颇有酒香不怕巷子深的霸气，照样生意红火。我们两个人点了一份烤鸭包，一份煎饺，一碗阳春面，还有一个素什锦。我个人觉得阳春面最好吃，价格又实惠。顶赞！一共消费49元。嘻嘻！,0
来这家餐馆可以尝到地道的粤菜，海鲜新鲜，味道鲜美，推荐他们的蒸活鱼和瑶柱炒饭,1
位于上东城东华手机大厦旁的巷子里，家住这边，经常路过，爸妈来吃过，我还是第一次来，人很多，楼上楼下两层，楼上感觉更好，店内有十二生肖装饰。\\n      静心缘素食超出了我的想象，除了普通的素食自助，还有点菜，素食火锅，外加素食超市。\\n      今天有两个汤，豆浆和绿豆粥，水果是甜橙，另外还有素菜若干。炸荞片和炸人工菌做的是最好的。主食有米饭炒饭、炒饵块、小花卷、凉米线、小锅米线、芝麻汤圆。炒菜也有十多种，我觉得最好吃的是芹菜炒面筋蒸菜有蒸南瓜和蒸芋头。\\n      另外他们家还单独售卖特色过桥米线，公益售卖冰糖玫瑰糖。,0
这家餐厅的意式美食让我仿佛置身于意大利大街小巷之中。他们的比萨饼真正的，带有新鲜出炉的香气，口感酥脆多汁。那颗橙色的番茄碎真是绝妙的配料。绝对是一家值得品尝的意式餐厅。,1
各种来宁波的攻略都力推的一家店，到宁波的第一天就想来吃，走到了东渡路店，才发现关门装修了，于是第二天来到了月湖盛园店。\\n六点多左右到的，排队人不算太多，等了20分钟左右就进去了。\\n三个人总共点了四个菜，宁波烤菜 19元 服务员告知是用甜心菜做的，这道菜味道酸酸甜甜，值得推荐，不过量略少。\\n白蟹炒年糕 95块 梭子蟹加年糕，一道无法不好吃的菜，这家店味道做的也不错，蟹肉略少，蟹腿肉也不够饱满。吃个味道还是可以的。\\n腐皮黄鱼 36块 豆腐皮裹黄鱼肉，然后蘸醋吃，还可以吧，无奈里面裹的鱼肉只够塞牙缝。\\n手撕鸡 58块 真的非常香，色泽很金黄 值得推荐\\n 用的招行的卷 69抵100 还是非常划算的\\n不足之处 上菜太太慢 服务嘛，基本没有服务可言,0
石锅居：这里的烧烤和石锅拌饭非常好吃！烤羊肉串入口嫩滑多汁，石锅拌饭香味扑鼻，每一口都让人陶醉其中。店家环境雅致，服务迅速，价格适中，值得推荐。,1
这家餐厅的西班牙烤鱿鱼是我吃过的最好吃的。,1
这家餐厅的糖醋排骨非常好吃，肉质嫩滑，酸甜可口。,1
我对这家墨西哥餐厅的草莓玛格丽特赞不绝口。酒精浓度适中，草莓的酸甜味道给人一种清新的感觉。这是一家放松身心并且享受美味墨西哥饮品的绝佳去处。,1
小伙伴昨天从江苏来天津找我玩~带他去了鼓楼附近转转，特意选了马记富来饭庄吃饭~这里地理位置比较优越，位于市中心的老城厢，我经常来这边吃饭的，菜味不错，可口，菜样精美~我们点了锡纸鸡，溜鱼片，蜂窝玉米粒等~都非常好吃，我们几个最喜欢蜂窝玉米粒了，甜甜的，而且不是特别油腻，吃着很爽口~那个凉菜也不错，中间有蛋黄，鸭肉制造的~不肥不腻，我很爱吃~整体食材新鲜，菜量大，吃的饱饱的，而且环境不错，人不是特别多，也不嘈杂~服务员服务很到位，随叫随到~下次有机会还要带朋友来，在清真饭馆中，这家味道算是不错的了~值得称赞~,0
我来到这家餐厅品尝了他们的广东美食，简直是一次完美的味觉盛宴！他们的烧腊拼盘丰盛多样，烤鸭皮酥脆，叉烧肉鲜嫩多汁。还有一道鲜虾腐皮卷，虾肉鲜美，搭配腐皮的口感十分特别。价格适中，服务周到，强烈推荐这家店！,1
这家餐厅的安徽鱼头煲非常地道。鱼肉鲜嫩，汤底鲜香浓郁，搭配上酸菜和辣椒，口味浓重又不失清爽。每次都会点上一份，非常喜欢他们家的煲菜。,1
这家印度餐厅的烤肉是我尝过的最好的！他们用特殊的香料和酱汁腌制肉类，然后通过烤箱烤制，肉质鲜嫩多汁。烤鸡和烤羊肉都非常美味。服务员热情周到，环境也很舒适。,1
在这个烤鱼盛行的时间点外婆家出品了以烤鱼为特色的炉鱼，之前有在天一吃过，环球城刚开的时候里面基本上每家店都在打折，那天突然很想吃烤鱼就去了，排队的人挺多的不知道是不是优惠比较大的关系，在附近逛了很久才排到，店里因为人多的关系吧台位置也用上了，我们忍了一会排到一个正常位，点了烤鱼，据说是什么来自富春江的鱼，这个无从考证了，不过味道算还可以，价格如果没有折扣其实不算便宜，感觉最近的品牌烤鱼店人均都不低，口味的话个人感觉还可以，两个人吃一条烤鱼加点小菜也基本是扶墙而出的节奏了,0
新开的一家店，位置不难找，从珠江路和进香河路交叉路口往北走一小段就看到了。比较中规中矩的和风装饰，移门、长灯笼、和风餐具这些元素都有的，光线也是偏暗的那种，总体环境不错~点了#刺身拼盘，三文鱼+北极贝+甜虾各两块，甜虾口感软软糯糯的，三文鱼最好吃，切片挺厚，总价68元还可以吧；#昭和卷# 可以点半份，这点很贴心，这个卷卷也是比较推荐的，最上面撒了一层细长的油炸丝，然后是一小块三文鱼，米饭里面还加入了一种吃起来比较像薯片的碎屑，口感软硬搭配，好吃；#寿喜锅# 份量也不少，青菜+胡萝卜+玉米+肥牛卷+豆腐+魔芋块+乌冬面，够丰富吧，搭配生鸡蛋一起吃鲜甜十足；这次尝鲜还点了一份纳豆沙拉，小小一盘，里面混有少量三文鱼、甜虾，纳豆应该比较正宗吧，夹起来会有长长的拉丝，但是入口偏苦，不是很习惯，不过想到网上传纳豆怎么怎么健康的说法，再本着不浪费的精神，还是基本上全吃掉了，我真是个好孩子，哈哈~对啦，申请他们家大众点评的会员，可以打九折，有时候回避满百减15划算哦，而且会送一小碟抹茶布丁，味道还是不错的,0
全聚德如果是这样的，真的是去一次不会再去第二次的店，餐桌是摆在走廊的，环境不好，再说说服务，你是怎么敢收百分之十的服务费的！价钱比海底捞贵，服务连海底捞的脚趾头都够不着！完全没有服务！菜品，你这菜也就是普通餐馆的水平，连餐厅的水平都赶不上！3人餐598完全不值！有些餐厅贵的让人觉得值，让人去过之后还想再去，全聚德，呵呵，去第一次是不懂事，去第二次就是傻，去第三次，我很佩服你，我佩服忍耐能力强的人。\\n祝愿早日关门大吉！,0
莫莫意大利餐厅：这家餐厅的环境非常优雅，非常适合约会或商务用餐。他们的菜单非常全面，提供各种各样的意大利经典菜肴。我强烈推荐他们的烤乳猪，皮脆肉嫩，口感非常好。大厨非常有经验，菜品的味道层次分明，值得一试。,1
来到这家餐厅品尝了土耳其烤羊肉，在烹饪技巧上简直无可挑剔！羊肉肉质鲜美，配上独特的调味料，每一口都让人回味。,1
餐厅的清蒸鲈鱼和西湖醋鱼简直是绝配！味道鲜美，口感丰富。服务员态度友好，下次还会来。,1
餐厅的杭州酱鸭和红烧肉是我吃过的最好吃的！酱鸭皮脆肉嫩，红烧肉入味多汁。服务员态度也很好，环境舒适。,1
作为一个鱼酷粉，五折怎么能错过呢，于是乎某个周一全家出动，因为老妈单位守着地铁站，而七月底时九号线运行正常，所以先派老妈去拿号，果然这个决定是正确的，等我们人到齐了外面已经一群人在等号了。。。五折嘛，一定要吃痛快了，自然是选了咖喱和十八香的清江鱼，两条都在三斤左右，凉菜点了奥利奥沙拉，还点了份花生沙冰，去的早上餐也快，一会功夫就都上齐了。。。吃了这么多家鱼酷，感觉味道还真都差不多，所以说哪家有活动去哪里 ^_^ 最后结账五个大人一个小宝宝才花了200出头，最重要的是都吃撑了，据说活动延长到9月底了，所以要抓紧时间再去一次的说,0
这家福建菜馆的招牌炒饭非常好吃。米饭粒粒分明，菜肴搭配合理，调味恰到好处。他们的红烧狮头鱼味道鲜美，鱼肉鲜嫩多汁。服务员态度友好热情，给了我很好的用餐体验。价格适中，性价比高。,1
在这家福建菜馆用餐体验非常愉快。他们的招牌鳕鱼蒸饺吃起来鲜嫩多汁，口感极佳。还有他们的厨师手艺十分独到，让我感受到福建菜的精髓。下次再来一定还会点这道菜。,1
之前都是去江南西那间，刚好逛中华广场，听说中山三这间比江南西好，就想说来尝一尝，在小学隔壁那条路进去，路边就走路标，左转后左边的房子很残旧，在想是不是走错，走大概两分钟看到一间房子的庭院里有很多人坐着，我们当时是周五三点半去，本来以为不用排队，等了半个钟左右吧，我们是三个人，刚好是一层右边飘窗那里，很热。下午茶套餐还是蛮划算的，咖喱鸡排饭很好吃 ，奶盖绿茶也是我的爱，瑞士鸡翅意粉朋友说鸡翅很辣，但后来点的鸡翅我觉得算小辣吧，蛮好吃的,0
红绳记：这家餐厅有着浓郁的闽南风情，环境宽敞舒适。他们的招牌菜潮州卤鸭，卤得入味，肉质鲜嫩，是我吃过的最好吃的卤鸭！还有他们的蚝煎，蛋香四溢，非常美味！价格也比较亲民。,1
这家餐厅的土耳其蔬菜炒饭非常地道。米饭松软香糯，搭配上各种蔬菜和调料，口感丰富美味。,1
下班去吃火锅，寻思着三人行将近两年的时间没有吃过，于是和男票导航最近一家用餐。这家店生意很好，当天下雨，但是四层楼全部坐满，地理位置好生意也就火！点了骨头锅底-中份（128元），有四根骨头，两大两小，大的全是肉，啃的好费力，小的都是筋，嚼的更吃力，可是味道超棒呢！另外锅底还有许多配菜：扇贝、基围虾、虾丸、蟹肉棒、蛋饺、水笋、豆腐皮、金针菇、杏鲍菇，锅底配料好足，一般胃口小的两人吃绝对绰绰有余了。用餐过程中服务员会不间断的主动加汤，给客人杯子里添饮料，总之用餐体验真不错！另外在用餐过程中，和男票回忆了下以前的骨头锅底里配菜有哪些，貌似玉米、大白菜、都没有了呢。,0
隐藏在大学校园内的一家饭点，周围环境很好，等位人数非常多，一定一定要早去呀，第一天晚上7点去的时候就已经安排到了营业结束，只好另寻他家，第二晚依然很执着的去了，依然人山人海，硬着头皮等了一个多小时。停车收费很便宜，第一小时4元，之后每小时2元。鳝丝98元，很新鲜，大条大条的，是我吃过最大最新鲜的！炒杂鱼依旧来一个，78元，和咸菜一起烧，鲜的掉眉，最后连咸菜也给消灭了。河鳗，38一人份，很肥，烧法偏甜，是我喜欢的口味。还有一个舍尖上的中国所推荐的文思豆腐，果真功夫了得，细如发丝虽然等待很磨人，但绝对值,0
这里的烤鱼非常好吃！口感鲜美，味道很好。,1
这家餐厅的日本料理真是令人惊艳！寿司新鲜美味，店内装饰简约时尚。服务员非常亲切，推荐了一些美味的特色菜。强烈推荐他们的照烧鸡肉和海鲜拉面，味道绝对没错！,1
之前睇朋友介绍这间水蟹粥唔错，甘就决定来试下！店铺位置都算好稳，地铁去到江南西，然后行江南新地直接稳K出口就是，K出口出到来左手边就是！招牌都好大下，可能我地晚饭时间去，已经没位，等左一阵就位，睇左有咩食就直接行去柜台落单，但是团购只能用一张，好不公平，点了个水蟹粥，三色肠，葱菜牛肉肠，等左一阵就好快上来，原来那个三色肠里边有：虾，牛肉，猪肝，这个价钱有甘多料，比较抵，虾都几爽下，肠粉算可以！水蟹粥上到来好大兜，发现里边都好多蟹，D蟹还有膏，不错，粥D味道都好好！！,0
餐厅的菜单种类繁多，有很多选择，满足了不同顾客的口味需求。,1
算是口口相传的苍蝇馆子吧，本身对米线就不是很感兴趣，这次慕名品尝，感觉更是一般。但是也不得不承认生意是真好啊。周末下午两点左右还要排队，在二楼还算找到了座位。店内环境不敢恭维，地板滑腻，服务员可能过于忙碌，基本上不擦桌子。要了三鲜和麻辣两份。配菜少的可怜，米线质量也不行，三鲜汤吃不出鲜味。据说麻辣的好吃，看得出来店里大部分吃的也都是麻辣口味。这一份十七块钱，有些小贵了。每一份可以免费加一份菜一份米线。,0
服务态度良好，餐厅环境舒适，西班牙菜的味道更是让人回味无穷。,1
点评抽中的霸王餐，是一家适合朋友小聚也适合小型宴请的店家，在月湖盛园，周围的环境古建筑造型，雅静舒适，店家外围还有露天桌，天气适宜，还可以在外面坐坐。在菜品方面，更多的偏向于杭州菜吧，有点偏甜。我个人还是比较喜欢吃偏咸的，稍微重口味点的。松鼠桂鱼，可能是比较好吃吧，我都不记得我有没有吃到这款菜品，转了一圈就没有了。红烧鱿鱼，一直都是我的最爱，还不错，食材也都新鲜，口感还可以再软点。酸汤肥牛，不知道是不是我不懂这道菜还是咋滴，从来没有觉得这款菜品是好吃的感觉，这次也一样。稻草肉夹饼，在他家店吃这款菜觉得好干好腻。钢管鸡，有幸在他家吃到第一次，貌似也没有看上去的美味，肌肉有点糙，干。同桌的小伙伴都说铁板牛排好吃，好吧，我恰好夹到了一块有筋的，牙口不好嚼不烂！泡椒牛蛙一般般还可以。双拼也很赞，里面的鸡米花肉挺嫩！铁板长毛虾是这次印象最好的，鲜，入味，粉丝也好吃，食材新鲜，推荐！,0
无意间路过的一家饭店，地理位置在于洪新城三千院附近~开始乍一看，以为是娘家饺子馆，其实不是，是夫妻店~大娘饺子馆，呵呵\\n\\n随意一口，进店。所有菜排都在墙上挂着。服务员就是老板娘，大厨就是老板，呵呵~左看右看，点了一个小锅靠豆腐，一个干锅有机菜花，上菜速度挺快~\\n\\n既然是饺子馆，必须得点饺子，天上龙，地下驴，哈哈哈~来了一屉蒸饺，个人认为很好吃，一咬直冒汤，哈哈哈~\\n\\n菜量大小适中，但是都有些油，菜花有点咸~要了碗米饭，综合一下。味道就是家庭作坊，无所谓特点，无谓好吃坏吃~\\n\\n价格非常便宜，素菜就是小20.肉菜小30~偶尔吃吃还可以啦！,0
